evaluations raw_y
3111 3.1806615776
3975 3.6231884058
4408 3.7091988131
5000 3.1806615776
evaluations raw_y
1 1.2487512488
6 1.3812154696
10 1.5006002401
16 1.9747235387
118 2.3629489603
402 2.5987525988
2090 2.9976019185
2884 3.0562347188
4061 3.1806615776
4211 3.2467532468
5000 3.0562347188
evaluations raw_y
1 1.5006002401
22 1.5762925599
70 1.5923566879
90 1.6087516088
96 1.7146776406
105 1.7337031900
138 2.0000000000
352 2.4366471735
1625 2.6427061311
1775 2.6881720430
2056 2.9411764706
3264 3.1806615776
4057 3.2467532468
5000 3.1806615776
evaluations raw_y
1 1.2794268168
18 1.7146776406
113 1.8142235123
145 1.9747235387
346 2.0000000000
469 2.1663778163
539 2.3277467412
828 2.3629489603
1045 2.3992322457
1694 2.7839643653
2323 3.0562347188
2508 3.1172069825
3304 3.3156498674
3350 3.3875338753
3525 3.5410764873
4761 3.7993920973
5000 3.1172069825
evaluations raw_y
1 0.9405568096
2 1.1071744907
4 1.1563367253
12 1.7531556802
25 1.9025875190
33 2.3992322457
489 2.5987525988
759 2.8344671202
1073 2.8868360277
1933 3.1806615776
2535 3.3156498674
3451 3.7993920973
5000 3.3156498674
evaluations raw_y
1 0.9578544061
2 1.3340448239
4 1.4060742407
19 1.4585764294
24 1.4723203769
40 1.5006002401
47 1.8142235123
96 2.2281639929
717 2.3277467412
1236 2.4366471735
1639 2.5150905433
1918 2.6881720430
2306 2.7839643653
2623 2.8868360277
3144 2.9411764706
3252 2.9976019185
4287 3.1172069825
4867 3.1806615776
5000 1.4585764294
evaluations raw_y
1 0.5518763797
2 1.0692899914
4 1.0917030568
6 1.3455328310
14 1.5605493134
18 1.7934002869
47 2.6881720430
1487 2.7352297593
1564 2.7839643653
1727 2.9411764706
2145 3.1172069825
2502 3.5410764873
2933 4.0983606557
5000 4.0983606557
evaluations raw_y
1 0.9130752374
5 1.3007284079
6 1.3340448239
10 1.5006002401
12 1.5762925599
15 1.5923566879
25 1.6254876463
32 1.6960651289
56 2.0525451560
355 2.2935779817
1018 2.4366471735
1494 2.7839643653
1554 2.9976019185
3390 3.1806615776
5000 1.0008006405
evaluations raw_y
1 1.0917030568
2 1.2794268168
4 1.3227513228
6 1.4060742407
21 1.4723203769
30 1.6960651289
45 1.7531556802
100 1.8355359765
172 2.2935779817
624 2.5562372188
975 2.5987525988
1430 2.7352297593
2836 2.7839643653
3140 2.8868360277
4115 3.0562347188
4494 3.1806615776
4949 3.3156498674
5000 2.7352297593
evaluations raw_y
1 0.8532423208
2 0.9462528388
3 0.9819324430
4 1.8796992481
27 2.3277467412
515 2.5562372188
614 2.5987525988
2569 2.8344671202
2973 2.9411764706
3754 3.1172069825
4796 3.3875338753
5000 2.5562372188
evaluations raw_y
1 0.8048937540
2 0.9758001561
3 1.1649580615
5 1.3007284079
11 1.3691128149
18 1.8573551263
50 2.3992322457
429 2.5562372188
1937 2.8868360277
2915 2.9976019185
5000 1.3340448239
evaluations raw_y
1 0.7400828893
2 1.6254876463
3 1.6425755585
7 1.7337031900
20 2.1367521368
511 2.4366471735
1389 2.6427061311
1568 2.8868360277
2959 2.9976019185
4032 3.1172069825
5000 2.7839643653
evaluations raw_y
1 1.6087516088
17 2.0525451560
162 2.7352297593
1126 2.8344671202
1312 3.1172069825
1823 3.3156498674
2197 3.3875338753
3762 3.8940809969
5000 2.0525451560
evaluations raw_y
1 0.9349289454
4 1.3227513228
15 1.6600265604
42 2.1367521368
233 2.1663778163
293 2.2603978300
512 2.3992322457
551 2.4752475248
672 2.7839643653
1717 2.8868360277
1941 2.9411764706
2236 3.1806615776
3361 3.3875338753
5000 1.1312217195
evaluations raw_y
1 1.0477787091
6 1.2100677638
11 1.4450867052
34 1.6600265604
43 1.6778523490
60 1.6960651289
72 2.0000000000
216 2.0259319287
518 2.1663778163
549 2.4366471735
1161 2.9976019185
1843 3.6231884058
2827 3.7091988131
4284 3.9936102236
4996 4.4483985765
5000 2.5150905433
evaluations raw_y
1 1.1916110582
3 1.6087516088
9 1.7531556802
72 1.7934002869
73 1.8355359765
106 2.1367521368
745 2.1968365554
784 2.4366471735
1116 2.7352297593
2319 3.0562347188
3895 3.1172069825
4277 3.3156498674
4470 4.0983606557
5000 2.8344671202
evaluations raw_y
1 1.3116474292
6 1.4450867052
11 1.5605493134
64 1.5762925599
77 1.9260400616
365 2.1968365554
671 2.3629489603
752 2.4366471735
1593 2.4752475248
1596 2.5987525988
2021 2.6427061311
2087 3.1172069825
2981 3.4626038781
5000 2.3629489603
evaluations raw_y
1 1.2195121951
6 1.8573551263
85 2.0000000000
86 2.2281639929
508 2.2603978300
525 2.9976019185
1158 3.0562347188
1810 3.2467532468
1941 3.7091988131
5000 2.7352297593
evaluations raw_y
1 1.2487512488
2 1.6600265604
6 1.6778523490
64 1.7337031900
89 2.2935779817
252 2.4752475248
1273 2.8344671202
1800 2.9411764706
1956 3.0562347188
2830 3.3156498674
4152 3.6231884058
5000 0.7436049970
evaluations raw_y
1 1.1563367253
3 1.5923566879
7 1.7337031900
38 2.1663778163
78 2.2281639929
486 2.5562372188
796 2.6881720430
896 3.1806615776
2911 3.2467532468
3275 3.4626038781
4256 3.6231884058
5000 1.7730496454
evaluations raw_y
1 0.9578544061
4 1.8573551263
10 2.0798668885
217 2.1968365554
416 2.2935779817
512 2.3277467412
577 2.5987525988
1649 2.6881720430
2034 2.8344671202
2627 3.2467532468
4616 3.7091988131
5000 2.7839643653
evaluations raw_y
1 1.0204081633
4 1.1916110582
13 1.3227513228
19 1.4863258026
26 1.6087516088
33 1.6425755585
37 1.6600265604
55 1.6960651289
90 2.0259319287
91 2.1079258010
156 2.5150905433
352 2.7839643653
1096 2.9976019185
1351 3.4626038781
1900 3.5410764873
2875 3.9936102236
5000 3.5410764873
evaluations raw_y
1 0.6789788159
2 1.1478420569
4 1.1563367253
5 1.3812154696
8 2.0000000000
66 2.2935779817
680 2.3629489603
1252 2.3992322457
1442 2.8344671202
3427 2.9411764706
4412 3.5410764873
5000 1.0137875101
evaluations raw_y
1 1.6087516088
6 1.7146776406
15 2.2603978300
37 2.2935779817
278 2.5987525988
494 2.6881720430
627 2.7352297593
639 2.7839643653
2200 3.2467532468
3758 3.4626038781
5000 2.2603978300
evaluations raw_y
1 1.3691128149
3 1.4723203769
13 1.6600265604
45 2.2935779817
724 2.3629489603
834 2.7352297593
2570 3.1806615776
4959 3.3156498674
5000 1.6254876463
evaluations raw_y
1 1.6087516088
26 1.6600265604
76 1.7337031900
133 1.7531556802
145 1.8142235123
189 2.1079258010
649 2.4366471735
1176 2.7839643653
1220 2.9976019185
2307 3.0562347188
3417 3.2467532468
4937 3.4626038781
5000 1.5006002401
evaluations raw_y
1 1.6960651289
28 2.1968365554
147 2.4752475248
1189 2.7352297593
1908 2.7839643653
2675 2.8344671202
2676 2.8868360277
2763 2.9976019185
3715 3.3875338753
5000 1.5006002401
evaluations raw_y
1 0.9238728751
2 0.9819324430
3 1.4585764294
18 1.8142235123
78 2.3992322457
1421 2.7352297593
2107 3.3156498674
4195 4.0983606557
5000 2.6427061311
evaluations raw_y
1 0.9130752374
2 0.9944311854
3 1.5451174289
14 1.6425755585
53 1.7531556802
82 1.7934002869
189 1.8573551263
207 2.0000000000
468 2.0798668885
500 2.4366471735
983 2.6881720430
1148 3.1806615776
2305 3.3156498674
3986 3.3875338753
4060 3.4626038781
5000 2.3277467412
evaluations raw_y
1 0.7846829881
2 0.8175277959
3 1.2794268168
7 1.4188422247
10 1.5451174289
20 1.9500780031
51 2.0000000000
240 2.0525451560
266 2.3277467412
537 2.4752475248
939 2.5150905433
1275 2.5562372188
1543 2.9411764706
2233 3.5410764873
4499 3.7091988131
5000 1.6254876463
evaluations raw_y
1 1.2487512488
11 1.4585764294
16 1.5299877601
44 1.6087516088
50 1.8142235123
67 2.3992322457
840 2.4752475248
868 2.6427061311
1015 2.8344671202
1411 3.1172069825
3662 3.1806615776
4492 3.3156498674
5000 2.5150905433
evaluations raw_y
1 0.8771929825
2 0.9697439876
3 1.3812154696
28 1.6778523490
41 1.7337031900
46 1.8796992481
114 1.9025875190
315 1.9500780031
520 2.0798668885
525 2.2603978300
563 2.6427061311
1772 2.7352297593
2287 2.8344671202
2423 2.9411764706
3379 3.1172069825
4241 3.9936102236
5000 2.8344671202
evaluations raw_y
1 0.9520182788
4 1.2195121951
5 1.2690355330
14 1.3935340022
15 1.5451174289
16 1.7730496454
42 2.0000000000
109 2.1367521368
281 2.1968365554
345 2.2281639929
631 2.2935779817
666 2.5150905433
679 2.5987525988
1090 2.9976019185
1581 3.5410764873
4795 3.7993920973
5000 2.1079258010
evaluations raw_y
1 1.3007284079
15 1.6600265604
21 1.9500780031
219 2.0525451560
579 2.5987525988
1924 2.6881720430
2461 2.7839643653
2491 2.8344671202
3386 3.0562347188
3399 3.3875338753
4184 3.7091988131
5000 1.4450867052
evaluations raw_y
1 0.8771929825
2 1.0841283608
4 1.3227513228
9 1.3935340022
19 1.5006002401
29 1.5151515152
39 1.7730496454
124 1.8355359765
194 1.9747235387
255 2.2281639929
574 2.3277467412
849 2.4366471735
1234 2.7352297593
1354 2.7839643653
2074 2.8344671202
2145 2.8868360277
2756 2.9976019185
2926 3.1172069825
3867 3.3875338753
5000 2.8344671202
evaluations raw_y
1 0.4648568241
2 1.1312217195
3 1.5006002401
7 2.0798668885
149 2.1968365554
352 2.2935779817
574 2.3277467412
837 2.3992322457
1068 2.5562372188
1479 2.8344671202
1493 2.8868360277
1677 3.6231884058
5000 2.1663778163
evaluations raw_y
1 1.0841283608
5 1.6778523490
18 1.7146776406
105 1.7337031900
127 1.7531556802
131 1.8142235123
169 2.5150905433
223 2.7839643653
2903 2.9411764706
2936 3.0562347188
3675 3.7993920973
5000 1.3691128149
evaluations raw_y
1 0.7263219059
2 0.9758001561
3 1.1737089202
6 1.2899896801
7 1.4450867052
12 1.6600265604
41 1.7934002869
79 2.0259319287
412 2.3629489603
1362 2.3992322457
1409 2.6427061311
2643 2.6881720430
2789 2.7839643653
5000 1.7337031900
evaluations raw_y
1 0.8218277449
2 1.7146776406
25 1.7337031900
39 1.9025875190
70 2.0000000000
86 2.0798668885
184 2.2603978300
249 2.2935779817
896 2.3629489603
1243 2.5150905433
1769 2.9411764706
3623 2.9976019185
3757 3.1806615776
4093 3.2467532468
4234 3.3156498674
5000 1.6778523490
evaluations raw_y
1 0.9293680297
3 1.3227513228
11 1.3935340022
14 1.5151515152
20 1.5762925599
31 2.0798668885
162 2.1079258010
179 2.1663778163
199 2.3992322457
519 2.4752475248
837 2.5150905433
1218 2.8868360277
3623 3.4626038781
5000 0.8771929825
evaluations raw_y
1 1.3227513228
6 1.5299877601
29 1.5451174289
47 1.5923566879
52 1.7146776406
58 1.8796992481
61 1.9747235387
147 2.2935779817
786 2.4752475248
947 2.5987525988
1383 2.6881720430
2195 2.8344671202
4136 2.8868360277
4164 2.9976019185
4768 3.0562347188
5000 2.0525451560
evaluations raw_y
1 0.9293680297
2 1.3116474292
7 1.4585764294
12 1.5151515152
39 1.5923566879
42 1.6425755585
49 1.7146776406
107 2.2935779817
444 2.3277467412
610 2.5987525988
1283 3.1172069825
4298 3.1806615776
4420 3.2467532468
4457 3.7993920973
5000 2.0259319287
